ID_MOEDA;DATA_REF;VL_COTACAO
EGP;2020-08-04;7,632678926
OMR;2020-01-15;3,704101443
EUR;2020-05-01;1,938833654
UGX;2020-07-27;4,507661641
NIO;2020-05-08;3,909044385
FJD;2020-02-24;2,343453228
IRR;2020-03-06;5,731064558
USD;2020-04-02;7,636250854
MUR;2020-05-18;5,999365509
EGP;2020-05-06;4,928291261
ILS;2020-04-23;5,904002845
DZD;2020-04-17;5,179014623
GEL;2020-08-12;1,766744435
XAU;2020-07-24;3,034321845
KES;2020-08-10;5,593825102
FJD;2020-04-24;7,293097556
SOS;2020-08-18;6,649839342
AWG;2020-07-07;7,050240278
LSL;2020-07-07;3,502767146
GIP;2020-01-30;2,579947293
NOK;2020-06-05;6,97126776
WST;2020-06-12;2,362101853
SAR;2020-01-29;4,448034942
DJF;2020-07-10;5,406442642
XPF;2020-09-15;5,951967895
KES;2020-08-11;7,109261572
SAR;2020-09-30;3,500398517
ZAR;2020-05-12;1,327636003
FJD;2020-01-09;7,13965112
MMK;2020-09-21;1,367880583
UGX;2020-04-10;1,359994471
AFN;2020-09-16;7,230321586
NIO;2020-08-13;6,362437904
NOK;2020-10-13;7,297274888
PEN;2020-04-03;2,849377275
SGD;2020-04-07;7,695845008
AFN;2020-07-13;4,751639605
EGP;2020-08-05;3,387414455
CDF;2020-02-05;7,892269313
PEN;2020-10-01;5,680701673
TTD;2020-04-28;4,10997355
BOB;2020-10-30;1,815596938
SSP;2020-05-05;4,646182001
SLL;2020-05-13;5,633047044
IRR;2020-10-08;6,881125093
CZK;2020-02-12;7,941060901
BYN;2020-01-27;4,745792508
ILS;2020-10-26;4,472443044
ZWL;2020-10-26;4,973491311
OMR;2020-08-05;7,753945053
NOK;2020-05-18;7,166560113
MGA;2020-07-09;5,538609385
SBD;2020-02-10;2,190777421
XPF;2020-03-20;5,745106936
KES;2020-05-11;5,038625896
BYN;2020-10-23;2,492353916
XAU;2020-10-19;1,862974524
XDR;2020-04-20;5,724526107
AWG;2020-02-12;2,248030901
XOF;2020-10-08;6,754432023
EGP;2020-04-06;6,550201714
EGP;2020-07-21;3,178173602
KMF;2020-02-28;5,169353187
BYN;2020-09-28;6,083690703
SZL;2020-05-06;6,597620189
TTD;2020-10-30;5,392832935
MUR;2020-10-30;1,384652495
OMR;2020-09-25;2,928729057
FJD;2020-10-08;4,455838442
ZWL;2020-07-03;3,353845179
ZAR;2020-04-08;7,143646955
TTD;2020-06-18;6,90049094
CUP;2020-08-20;1,391762972
SSP;2020-01-24;4,975411832
USD;2020-06-01;7,337893724
EUR;2020-06-02;2,221726477
SBD;2020-03-09;6,327769637
SOS;2020-09-02;3,394424796
GIP;2020-06-10;1,179767549
NOK;2020-05-04;3,101008952
XAU;2020-06-10;6,52250582
GEL;2020-08-20;3,668325841
XAF;2020-10-20;4,83356905
COP;2020-09-25;5,385994911
CDF;2020-07-09;4,695809722
MUR;2020-01-27;6,410796821
MXN;2020-06-23;7,718084335
ZAR;2020-02-19;1,339628518
MGB;2020-04-24;3,18710655
CZK;2020-07-14;4,731597841
CDF;2020-01-14;5,765137851
SZL;2020-01-23;3,217678845
CDF;2020-02-04;7,956398368
AFN;2020-10-13;2,475069642
SAR;2020-07-21;3,993970811
ARS;2020-06-15;3,335425198
MRU;2020-01-15;1,868694782
ISK;2020-07-10;3,051934063
SAR;2020-05-22;3,999741137
VES;2020-02-05;2,559161603
XOF;2020-03-27;5,203159451
CDF;2020-02-24;4,470239639
DJF;2020-02-20;7,235488594
ISK;2020-08-13;4,546117127
DZD;2020-03-13;2,412221074
SSP;2020-08-26;2,939246655
SBD;2020-08-25;4,998281181
XAF;2020-08-21;4,227779984
ZAR;2020-06-30;6,655730665
LSL;2020-10-05;2,953034937
OMR;2020-08-13;3,794851601
ZAR;2020-01-15;7,78502512
MRO;2020-10-12;1,291284204
AWG;2020-03-16;7,096677005
ARS;2020-09-25;3,23064059
SAR;2020-06-24;7,145716429
SGD;2020-10-19;6,710657656
SLL;2020-06-02;6,955493033
SBD;2020-01-24;5,741238773
MMK;2020-10-16;1,034357011
XOF;2020-08-25;2,725861847
FJD;2020-01-21;6,799206078
NOK;2020-07-20;2,207946539
SLL;2020-01-09;6,185782075
WST;2020-01-20;5,45616132
ALL;2020-03-18;2,504341841
IRR;2020-09-18;2,657594681
EGP;2020-01-31;4,14295119
MMK;2020-07-09;2,021625519
KES;2020-04-17;6,836177051
AFN;2020-10-20;4,801717937
NOK;2020-07-07;3,690293968
XAF;2020-02-18;3,407149136
CUP;2020-02-28;4,992167473
CDF;2020-07-15;7,597973943
MZN;2020-02-19;3,441174865
MUR;2020-02-20;2,557164729
ANG;2020-04-30;3,915102601
CLP;2020-06-03;6,354857624
XAU;2020-01-13;1,08338058
NIO;2020-02-06;3,849406004
TTD;2020-10-16;4,202501118
MZN;2020-02-12;4,544413149
ANG;2020-09-16;5,484863579
WST;2020-01-31;1,731789947
RON;2020-10-29;5,658699751
CVE;2020-08-25;1,044060588
LBP;2020-06-16;6,680886447
CZK;2020-08-11;1,685802162
SOS;2020-08-27;1,098763108
GBP;2020-08-14;4,944616318
CZK;2020-05-26;6,159291983
ZWL;2020-01-09;1,985263288
GBP;2020-02-14;7,487300515
MGB;2020-04-14;4,74725908
XAF;2020-10-14;5,866114378
MXN;2020-01-30;7,402320683
PGK;2020-05-26;6,999365449
MRU;2020-07-22;1,266869009
XAU;2020-09-07;7,19828105
SSP;2020-01-14;7,540019929
KES;2020-06-22;2,859730065
JPY;2020-07-01;4,247276843
DJF;2020-03-26;6,435780287
CLP;2020-06-05;5,801588118
XAU;2020-08-18;1,890500188
XDR;2020-08-19;7,489812255
SGD;2020-05-14;5,508046687
NOK;2020-02-10;7,349031746
XAF;2020-04-08;6,130931437
XAU;2020-02-25;4,21146661
CAD;2020-10-28;1,965915799
SOS;2020-03-05;4,022693932
CLP;2020-01-13;7,716181338
MRO;2020-05-06;7,531243861
PGK;2020-01-29;4,603294253
SZL;2020-01-10;5,617528915
PEN;2020-07-28;2,970125198
TRY;2020-10-08;2,698526859
CRC;2020-08-06;5,762422502
XOF;2020-09-21;6,894776106
WST;2020-09-11;1,07325685
UYU;2020-10-28;1,406235099
PEN;2020-07-16;5,088648319
SLL;2020-09-04;2,257943928
MZN;2020-06-08;3,30470562
MRU;2020-06-30;7,984265745
BYN;2020-01-10;4,044233978
NIO;2020-06-12;6,138709486
CDF;2020-01-10;4,310090363
JPY;2020-02-11;4,470730305
IRR;2020-03-30;2,09301734
KMF;2020-05-13;4,317345619
THB;2020-02-17;2,992051184
CZK;2020-09-23;5,990108371
COP;2020-05-07;3,626841247
VUV;2020-05-19;2,652382612
MRO;2020-01-27;6,974391997
SSP;2020-09-07;5,253615379
THB;2020-03-02;4,330089986
XAF;2020-10-30;5,348163605
ILS;2020-06-18;1,834220111
GEL;2020-06-22;1,296717405
CRC;2020-04-10;3,901617229
KMF;2020-10-09;5,245843589
VUV;2020-06-15;7,24452585
DJF;2020-05-07;1,347208381
LSL;2020-02-14;6,750602663
CVE;2020-06-03;3,490611494
SLL;2020-07-23;3,572976947
JPY;2020-08-11;5,942884326
NOK;2020-10-30;3,678888917
MXN;2020-08-04;3,656465173
EGP;2020-09-21;4,854658902
COP;2020-03-06;4,563620031
CUP;2020-02-11;1,11168021
CZK;2020-09-11;1,188820243
XAU;2020-03-16;3,843827188
SLL;2020-04-23;7,531669438
MGA;2020-09-28;1,292004764
VUV;2020-03-04;7,840045571
SLL;2020-04-03;3,387009323
GIP;2020-04-06;1,012386799
ISK;2020-01-24;4,559061348
CRC;2020-04-09;5,636225104
LBP;2020-10-28;6,157603443
JPY;2020-09-24;1,036189914
MUR;2020-03-24;1,58211112
CAD;2020-05-26;3,378749788
MGB;2020-04-23;4,533981919
SZL;2020-02-28;7,686623752
ANG;2020-10-26;1,853290141
ISK;2020-10-28;5,921778619
GBP;2020-03-12;1,578138649
XAF;2020-07-07;3,807273448
UYU;2020-10-29;7,80057162
ISK;2020-10-05;5,272299886
ANG;2020-08-19;7,849054873
GBP;2020-09-18;3,537933171
CZK;2020-08-26;5,873555303
MXN;2020-02-24;3,735524058
ALL;2020-07-14;6,589009762
MGB;2020-06-23;4,890033543
AFN;2020-04-30;1,558086872
VUV;2020-03-24;4,221080065
BOB;2020-07-01;4,23844403
TTD;2020-04-07;3,011855543
EGP;2020-05-19;2,648869514
CVE;2020-08-10;2,612774312
ZAR;2020-05-05;7,936931551
SLL;2020-06-05;3,896685123
DJF;2020-02-24;2,646212161
OMR;2020-02-04;7,199758053
FJD;2020-10-13;4,473357618
TRY;2020-03-20;1,360278606
ZWL;2020-06-05;2,452728093
CRC;2020-09-02;5,806846499
DZD;2020-04-23;1,488791645
DZD;2020-07-10;1,742505729
MZN;2020-05-14;3,905701101
COP;2020-01-06;4,599790752
XAF;2020-08-13;3,784072399
NIO;2020-01-07;3,198657632
VES;2020-04-09;1,128794253
SGD;2020-01-28;7,003101349
CDF;2020-04-20;5,669082165
USD;2020-09-15;4,537460804
DZD;2020-04-09;7,633207142
VES;2020-07-14;6,696099579
VUV;2020-04-17;6,442964196
XDR;2020-01-06;2,95372963
GBP;2020-08-17;7,270999253
JPY;2020-04-29;6,569947243
ILS;2020-04-28;1,785821557
COP;2020-09-07;5,959243178
VUV;2020-07-24;2,630880117
VUV;2020-09-15;5,291157544
UYU;2020-08-07;5,019621372
CDF;2020-05-13;6,129220784
CAD;2020-08-12;7,342188299
CZK;2020-09-08;2,106280744
HTG;2020-05-08;6,648752868
SLL;2020-06-23;1,740432501
CAD;2020-10-07;1,213773668
JPY;2020-09-29;3,617222369
MXN;2020-01-29;5,934208393
AWG;2020-07-31;5,54624474
ANG;2020-08-17;4,301429451
AWG;2020-10-30;5,278045595
EGP;2020-06-23;3,69925195
COP;2020-02-17;3,706478417
XDR;2020-04-08;4,809695423
OMR;2020-03-05;2,455529809
GIP;2020-02-12;4,329639792
LBP;2020-03-26;1,002768338
ANG;2020-05-04;2,681073189
MXN;2020-10-12;4,465440214
DZD;2020-01-30;6,666381776
MGA;2020-10-12;2,211148798
ARS;2020-05-08;4,761788785
SOS;2020-04-07;6,430848598
MGB;2020-08-27;3,938748837
CLP;2020-07-24;3,534720898
FJD;2020-07-03;5,919088304
SZL;2020-05-01;1,686524391
VUV;2020-04-10;6,887328923
ARS;2020-03-04;1,450130463
OMR;2020-01-03;2,612163901
KES;2020-10-14;2,926715076
NOK;2020-06-15;6,913778961
BYN;2020-03-19;7,956899881
UGX;2020-06-11;6,703639805
IRR;2020-01-14;7,521914124
GEL;2020-10-15;5,156000078
NOK;2020-06-09;2,402746141
TRY;2020-01-09;4,071234763
CUP;2020-04-15;4,451715767
IRR;2020-04-17;3,20917356
ILS;2020-04-13;6,937200725
TRY;2020-06-05;5,164020956
BYN;2020-06-08;5,202435553
LSL;2020-09-02;2,520628095
EGP;2020-06-22;2,066676617
ARS;2020-01-03;4,383978903
JPY;2020-01-09;3,781680405
SGD;2020-10-02;4,873510718
KES;2020-03-16;7,349650085
XAF;2020-09-22;5,104808569
MRO;2020-01-07;7,562109888
SGD;2020-01-29;6,577966034
NOK;2020-03-26;2,327938437
LBP;2020-10-07;3,090336561
SLL;2020-04-06;3,117343187
CAD;2020-05-08;7,069596946
VES;2020-05-18;3,149672031
XPF;2020-03-27;1,824379265
LBP;2020-02-20;2,567025185
SSP;2020-09-11;6,101032972
KMF;2020-06-04;2,6304245
NIO;2020-01-24;1,367577255
SSP;2020-10-05;3,014987707
AWG;2020-05-28;3,919582844
XDR;2020-04-29;3,021746039
MUR;2020-07-08;1,486626625
SZL;2020-03-23;1,497837245
KES;2020-01-15;4,167375565
USD;2020-04-23;3,899620354
PGK;2020-07-01;6,241645336
XAU;2020-03-20;3,793687522
WST;2020-06-24;3,880497754
XAU;2020-09-30;4,648023665
AFN;2020-10-06;1,646427929
AFN;2020-05-18;3,145578146
WST;2020-08-18;2,362681389
MUR;2020-04-09;4,400204659
ZWL;2020-06-18;6,917382598
VUV;2020-07-02;5,933111906
CAD;2020-02-24;2,044199049
THB;2020-09-08;5,979143083
CAD;2020-10-30;1,988977909
BYN;2020-07-15;4,097620964
SOS;2020-07-10;5,090525866
MXN;2020-08-17;3,005857408
NOK;2020-01-22;5,149482489
SZL;2020-03-11;3,235670745
OMR;2020-06-01;5,48148942
ARS;2020-10-06;4,310016513
SOS;2020-01-22;2,570413947
HTG;2020-06-26;4,331881166
AFN;2020-05-28;6,832421541
PEN;2020-09-29;6,344274104
PGK;2020-09-18;2,500382721
FJD;2020-04-27;6,387725949
MGA;2020-05-26;6,218130946
BOB;2020-07-24;4,175144434
XAF;2020-08-28;7,082557857
XAF;2020-04-07;7,668795824
SSP;2020-05-06;7,595928669
ISK;2020-07-16;7,124465525
IRR;2020-01-31;5,984431922
EGP;2020-03-19;5,618526518
IRR;2020-06-04;3,345989943
CLP;2020-06-26;2,547613859
BOB;2020-05-29;2,129233122
BOB;2020-10-12;7,55198741
SBD;2020-08-20;5,873526096
SLL;2020-07-01;3,831774592
JPY;2020-08-27;5,315144658
MRO;2020-04-29;5,653621197
VUV;2020-03-12;4,108150244
ANG;2020-06-09;2,389271617
VES;2020-04-15;2,212445557
MUR;2020-03-02;7,587101698
FJD;2020-06-16;1,935956836
LBP;2020-04-07;2,992523491
EGP;2020-09-15;7,422626555
ZWL;2020-08-18;6,123534739
DZD;2020-01-15;2,476520777
PEN;2020-05-28;5,732167304
MZN;2020-04-15;2,193098903
GBP;2020-10-30;2,589486063
ARS;2020-04-01;6,903961897
MMK;2020-04-13;6,101239502
SBD;2020-02-04;3,935501933
GIP;2020-05-14;4,214821577
CVE;2020-01-23;6,202677071
MGA;2020-08-14;1,472335577
COP;2020-03-09;4,948595047
ALL;2020-01-15;7,92200464
MXN;2020-03-23;4,332328439
HTG;2020-01-21;6,962759554
SZL;2020-06-30;5,831146121
XOF;2020-03-20;4,919109643
CRC;2020-02-25;4,3158077
HTG;2020-07-22;3,458293915
PGK;2020-02-14;1,688292623
UGX;2020-09-11;2,52630204
MXN;2020-08-28;5,670260429
SGD;2020-08-25;2,425151944
ISK;2020-05-25;7,178876817
SBD;2020-06-22;1,541106761
CVE;2020-02-19;7,691236258
ZAR;2020-05-20;2,47441709
RON;2020-08-12;1,394893885
SLL;2020-02-28;5,053661704
JPY;2020-06-03;7,538191617
VUV;2020-02-05;6,501114726
CLP;2020-02-28;7,766230047
DZD;2020-10-22;6,296445906
MGB;2020-10-02;3,643395782
SSP;2020-02-25;6,249462187
KES;2020-07-22;5,088375032
DJF;2020-08-03;6,65000248
TTD;2020-10-23;5,600261331
KMF;2020-08-05;6,738520861
JPY;2020-08-10;6,122611821
MZN;2020-01-14;2,566087246
HTG;2020-10-09;6,936969578
HTG;2020-06-25;2,435573161
HTG;2020-06-24;7,989123583
UGX;2020-09-02;5,429949522
XOF;2020-03-31;7,49917078
BYN;2020-03-17;2,277727008
AFN;2020-08-19;7,083093584
LSL;2020-03-19;5,135956228
CUP;2020-06-03;1,351177931
CZK;2020-03-24;3,068001688
MZN;2020-09-10;6,949970961
CRC;2020-06-17;5,169730365
VES;2020-04-08;4,115797281
MGA;2020-04-07;3,649209917
XOF;2020-07-10;6,163844407
ILS;2020-02-04;3,82329309
NOK;2020-09-29;2,881588876
MGB;2020-06-05;3,021033823
PHP;2020-06-03;4,580289304
NOK;2020-06-25;5,878338039
PGK;2020-04-28;6,265735507
FJD;2020-06-15;5,635337651
ILS;2020-09-03;4,462303042
ZAR;2020-04-13;3,690125406
SLL;2020-04-24;2,590711474
CZK;2020-02-07;2,727526605
ZWL;2020-05-27;6,006166816
VUV;2020-10-02;2,735639691
LSL;2020-06-02;6,446982145
DJF;2020-05-29;6,137818694
ARS;2020-03-26;7,973597527
TRY;2020-04-16;5,357087791
XPF;2020-02-12;2,749300301
MXN;2020-01-17;3,497540474
SLL;2020-08-04;1,50083673
MMK;2020-02-03;1,040728986
XAF;2020-07-08;3,525374055
PHP;2020-05-11;7,434642434
ANG;2020-08-12;7,868591785
DZD;2020-02-20;2,729231
SAR;2020-03-11;7,446106732
XDR;2020-09-23;6,179723442
GIP;2020-03-23;4,045893312
ALL;2020-01-31;4,751569927
KES;2020-09-09;2,099198222
MUR;2020-01-21;3,732329309
CRC;2020-09-28;2,840541124
ILS;2020-09-22;2,901542604
MGB;2020-04-10;2,030380309
COP;2020-02-13;5,698619306
ARS;2020-07-16;6,402273178
ISK;2020-05-29;2,436613739
MZN;2020-09-24;1,186702371
UGX;2020-09-24;6,805207968
MGB;2020-09-14;6,079203367
SAR;2020-03-20;4,889641762
CUP;2020-07-15;7,664522529
MMK;2020-06-17;4,014454842
SLL;2020-08-12;6,9503932
CUP;2020-04-01;3,378963411
ZWL;2020-09-10;6,030484796
WST;2020-10-15;4,579461932
PEN;2020-01-07;4,841830671
CUP;2020-04-02;2,968873501
SLL;2020-05-06;6,263322234
MMK;2020-08-14;3,460864902
ILS;2020-09-09;7,810886025
CDF;2020-05-26;1,662135482
BYN;2020-08-13;1,68576628
LBP;2020-02-17;2,002479136
DZD;2020-08-26;4,651590586
ALL;2020-08-14;7,315498769
LBP;2020-07-30;1,724150836
PHP;2020-02-25;7,055108547
TRY;2020-03-02;1,450178027
GBP;2020-07-24;5,928131402
PGK;2020-01-08;1,263689697
RON;2020-08-14;3,212329507
CDF;2020-07-21;5,637143016
ISK;2020-10-16;2,665479124
ISK;2020-09-22;1,951149523
UGX;2020-05-25;4,202414751
DZD;2020-06-03;5,919792175
ALL;2020-09-09;3,370609581
GIP;2020-04-13;3,01233536
CUP;2020-09-30;7,842537701
EUR;2020-07-06;6,055562556
SGD;2020-06-03;1,619725883
SOS;2020-01-13;5,566071212
MRO;2020-03-19;4,576836288
CRC;2020-04-01;6,962985277
AFN;2020-06-19;4,283638239
EGP;2020-07-10;5,365512967
ILS;2020-03-11;5,917774439
PHP;2020-09-21;7,456522524
KMF;2020-06-25;7,112456739
ALL;2020-03-19;7,778101981
ANG;2020-09-04;2,900381863
MMK;2020-05-28;7,312892318
THB;2020-05-25;1,781184852
VES;2020-09-24;5,466660559
EGP;2020-10-20;3,980571389
KES;2020-07-29;7,417495012
XAF;2020-04-06;6,682358444
UYU;2020-01-29;1,668754041
XAF;2020-02-06;4,784200013
KMF;2020-07-09;3,974832356
XPF;2020-07-14;7,679374337
MXN;2020-06-11;7,50982523
MMK;2020-08-31;4,289030135
ISK;2020-07-09;7,46408987
XPF;2020-08-12;7,280733287
MUR;2020-07-15;3,145592749
SSP;2020-07-17;6,769950151
JPY;2020-07-24;6,972796082
SAR;2020-09-21;1,943735301
MGB;2020-03-13;1,575147927
IRR;2020-09-30;4,870172024
CUP;2020-05-25;7,082074702
DZD;2020-05-20;7,387094617
WST;2020-05-21;3,18280822
MRU;2020-03-02;5,614309132
USD;2020-10-07;6,163619518
VUV;2020-10-01;1,9707461
ALL;2020-05-21;1,898122191
LSL;2020-03-10;7,379101276
MGB;2020-07-23;2,566665113
MGA;2020-09-02;1,564920723
SAR;2020-09-17;4,354891121
SOS;2020-03-04;1,659220695
CLP;2020-09-15;3,915874064
CZK;2020-08-25;7,644500792
XDR;2020-06-03;5,486723602
CVE;2020-01-22;6,041283607
HTG;2020-01-14;4,734234333
XOF;2020-07-13;1,939792037
MUR;2020-04-23;2,349317431
ISK;2020-04-10;3,983502865
ZWL;2020-10-01;2,113683283
ISK;2020-04-01;6,631305039
SOS;2020-05-15;1,745572805
XAF;2020-06-15;3,991062701
MRO;2020-09-09;7,589660585
CLP;2020-10-09;3,788368642
SGD;2020-06-24;6,733496547
LBP;2020-02-05;1,265462935
MRU;2020-10-29;2,355958104
EUR;2020-06-09;3,776399493
MRO;2020-08-12;6,219467342
KMF;2020-03-27;4,150866926
WST;2020-08-21;4,323803127
HTG;2020-10-07;7,445258081
MXN;2020-02-13;4,393784702
NIO;2020-01-14;2,021594226
KMF;2020-04-20;2,793699682
MGB;2020-06-19;5,176154077
AFN;2020-09-14;7,867311299
CZK;2020-03-17;7,76408422
ZAR;2020-07-31;4,716399312
XPF;2020-10-07;7,529020011
UYU;2020-06-01;2,423427522
CRC;2020-02-03;2,146352172
HTG;2020-01-17;4,026736915
SSP;2020-08-13;6,120891988
CDF;2020-05-15;7,66563195
SOS;2020-03-06;4,528282523
UYU;2020-01-22;5,386589885
TTD;2020-01-06;3,485597193
PEN;2020-07-03;4,756221235
MRU;2020-03-30;7,654677927
TTD;2020-04-13;4,968437374
CVE;2020-07-14;6,131217241
ILS;2020-02-28;4,498539686
ISK;2020-04-09;1,88320154
MRU;2020-02-24;6,771569014
PHP;2020-10-21;5,499397457
AWG;2020-02-26;2,59862721
KMF;2020-05-27;6,160592914
ISK;2020-05-01;7,694155633
UGX;2020-01-21;4,279823482
MRO;2020-10-07;6,659587562
LBP;2020-04-29;3,597110093
CDF;2020-02-10;2,123623013
GBP;2020-07-21;5,039440751
SSP;2020-07-13;5,834573269
ZWL;2020-08-31;4,931871533
MZN;2020-10-05;4,635873854
BYN;2020-08-25;4,237723887
XPF;2020-05-25;6,968381763
OMR;2020-04-16;4,980850458
IRR;2020-06-02;6,19585073
LSL;2020-10-12;7,258385062
MZN;2020-10-30;4,458286762
AWG;2020-04-06;3,690693259
IRR;2020-09-24;5,63195014
MRO;2020-04-13;2,060236216
NOK;2020-07-27;7,296250165
SBD;2020-10-16;1,77673465
VUV;2020-04-21;1,21893692
COP;2020-04-27;1,182896793
FJD;2020-05-27;5,058535814
TRY;2020-07-16;1,79212594
SSP;2020-10-14;3,37493962
BYN;2020-03-09;7,626715422
XAU;2020-01-24;6,181509197
NOK;2020-05-19;2,276981831
IRR;2020-03-23;7,16859287
PGK;2020-02-21;7,955818832
MRO;2020-06-18;7,080878496
AFN;2020-09-25;1,193713546
CZK;2020-05-21;5,377217591
COP;2020-02-27;7,999196827
BOB;2020-08-17;6,388018847
THB;2020-09-22;5,254150689
CRC;2020-05-22;7,325626671
KMF;2020-04-14;6,258577049
XAU;2020-06-25;4,748723984
NOK;2020-10-02;4,888801455
ILS;2020-07-27;4,677449822
XAU;2020-09-08;1,790034354
SAR;2020-05-19;5,813255191
SSP;2020-04-30;3,491266966
SBD;2020-01-30;3,832658708
GIP;2020-01-28;1,138444841
LBP;2020-04-17;2,147180378
XDR;2020-09-21;3,764467061
SBD;2020-07-24;7,579212248
CUP;2020-06-02;6,829734981
CAD;2020-02-05;7,72617197
DZD;2020-08-28;1,815568566
SSP;2020-08-28;5,459648967
JPY;2020-03-30;4,936893344
FJD;2020-03-05;6,679216683
UGX;2020-09-16;7,56186831
NOK;2020-06-24;5,018333793
USD;2020-10-13;5,914883852
UGX;2020-10-15;1,838726223
LSL;2020-07-30;1,496669412
ZWL;2020-09-25;1,725508511
SGD;2020-03-16;1,989646316
ISK;2020-02-06;2,325631976
WST;2020-10-09;3,769281507
CUP;2020-10-29;5,381711602
SGD;2020-07-01;1,470044553
COP;2020-04-13;5,528072178
JPY;2020-04-15;6,500712514
CLP;2020-09-17;3,102445066
MGB;2020-07-06;2,328732848
CLP;2020-06-02;1,67166841
GBP;2020-02-25;3,415231764
XDR;2020-09-08;6,366591454
LBP;2020-07-08;6,343662441
XDR;2020-08-07;4,843446612
VUV;2020-03-27;3,743474424
GIP;2020-08-25;7,058342516
MGA;2020-04-14;6,546727419
ZWL;2020-05-18;7,828392684
MRO;2020-10-16;7,258164763
XAU;2020-05-27;6,519350708
ISK;2020-01-21;4,521498322
PHP;2020-05-29;7,161441088
VUV;2020-07-22;7,314961791
XAU;2020-10-09;4,542182207
NOK;2020-09-16;7,014813066
SSP;2020-02-17;6,059528768
SLL;2020-09-07;7,023216128
XPF;2020-07-22;1,221008062
EUR;2020-04-30;2,783080697
SGD;2020-03-30;5,942801714
TTD;2020-08-11;2,599160016
EUR;2020-06-16;7,801464498
DZD;2020-08-03;2,47574681
VES;2020-09-25;3,376802564
MRU;2020-10-26;2,900265872
CAD;2020-04-23;1,349253654
RON;2020-04-17;2,831675351
VES;2020-04-21;3,370037138
ALL;2020-06-19;2,037831247
VUV;2020-01-28;2,01089263
MRO;2020-04-21;7,315362334
CLP;2020-06-19;6,795640409
VES;2020-07-08;5,212118685
SAR;2020-05-08;1,387794673
EUR;2020-02-13;6,005058229
XAU;2020-05-26;2,023575664
SAR;2020-07-17;3,854667723
PGK;2020-05-13;3,438383162
KMF;2020-09-16;2,160855174
BYN;2020-09-08;1,288962305
LSL;2020-06-23;4,399846256
ALL;2020-06-22;6,876059055
UGX;2020-02-25;6,267054796
ANG;2020-02-27;1,067693055
ZAR;2020-09-14;3,986900389
CVE;2020-10-26;5,262052655
HTG;2020-01-06;1,347368598
PHP;2020-09-02;4,343407631
DJF;2020-06-18;1,11619091
PHP;2020-06-25;2,395119131
SOS;2020-10-13;6,591844022
MGB;2020-02-07;1,448217869
SOS;2020-03-16;7,140017033
DJF;2020-10-30;6,204197884
DJF;2020-06-19;2,589283288
FJD;2020-10-27;7,935830891
PGK;2020-10-13;5,13454473
MRU;2020-07-31;1,83212769
MMK;2020-08-07;6,223033011
ILS;2020-07-16;6,396048486
MUR;2020-06-04;6,488787174
EGP;2020-01-09;4,719005764
ISK;2020-10-13;3,56627202
SGD;2020-05-12;3,94257611
USD;2020-02-14;3,658632278
VUV;2020-04-02;7,409254253
IRR;2020-03-27;1,207129657
JPY;2020-06-25;1,521959126
LSL;2020-05-14;1,169834077
SGD;2020-01-07;7,442251503
MZN;2020-02-17;5,404533386
CRC;2020-04-07;7,31487751
XAF;2020-04-29;4,469743967
GEL;2020-08-18;6,028011858
BOB;2020-04-14;7,704975307
EUR;2020-06-04;4,869765222
UGX;2020-03-16;3,778081775
MUR;2020-05-01;2,390285492
KMF;2020-09-02;4,736133575
MXN;2020-05-26;3,963116884
MMK;2020-05-01;2,088256299
AWG;2020-01-15;4,478487492
XAU;2020-02-19;6,835403502
MRU;2020-03-11;4,822984695
MGB;2020-08-28;4,741238415
BYN;2020-08-14;6,974368215
MUR;2020-04-27;3,624651194
BYN;2020-05-06;4,939952493
SZL;2020-05-12;5,57845968
AFN;2020-09-17;7,029789209
MRO;2020-08-03;4,748875856
MXN;2020-07-03;6,399045467
EGP;2020-03-05;4,449042976
MGB;2020-01-15;3,946680009
SBD;2020-09-24;7,976469338
NIO;2020-09-14;6,369449914
AWG;2020-08-24;6,220018506
CZK;2020-02-19;7,480148733
AWG;2020-06-09;6,80966568
CZK;2020-07-16;2,023793042
EUR;2020-01-08;1,269284785
MRO;2020-05-04;5,801924407
FJD;2020-08-12;5,077658832
XDR;2020-09-16;1,799209714
TTD;2020-05-05;1,50932616
CRC;2020-09-04;2,996319056
NIO;2020-05-29;7,068012297
SBD;2020-05-05;1,714461029
CAD;2020-02-14;3,254457891
EGP;2020-01-14;2,161113858
UYU;2020-01-21;3,867613614
MGB;2020-10-08;5,914944768
SSP;2020-08-07;7,581771553
WST;2020-04-02;5,932745576
SZL;2020-09-17;3,559566677
XOF;2020-01-21;2,308974385
MUR;2020-07-06;1,880476594
MMK;2020-05-13;1,715954721
MZN;2020-07-13;6,808708966
ZAR;2020-02-12;6,687197924
VES;2020-08-20;6,735389948
VUV;2020-03-19;7,46471864
LSL;2020-01-24;5,647352695
FJD;2020-02-26;2,318333328
GEL;2020-06-12;4,747751832
BYN;2020-03-03;3,201752663
RON;2020-05-29;7,037258089
CRC;2020-03-11;2,144798815
NIO;2020-09-17;7,498902082
ANG;2020-06-12;1,57132107
NOK;2020-05-29;5,766918182
LSL;2020-01-09;4,622739375
KES;2020-08-06;7,700384498
NIO;2020-09-30;2,185520709
MXN;2020-07-13;4,984552979
MGA;2020-02-28;6,253730059
XOF;2020-04-23;5,00925523
JPY;2020-10-08;6,835769415
